predictor,predictor_value,suitability
wc2.1_2.5m_bio_3,94.41667513052623,0.05210830275017144
wc2.1_2.5m_bio_8,-11.282541990280151,0.001490643133940337
wc2.1_2.5m_bio_8,-10.351333618164062,0.001490643133940337
wc2.1_2.5m_bio_8,-9.420125246047974,0.0017547116722300806
wc2.1_2.5m_bio_8,-8.488916873931885,0.0020652728599820716
wc2.1_2.5m_bio_8,-7.557708501815796,0.0024304089570824443
wc2.1_2.5m_bio_8,-6.626500129699707,0.002859584430371194
wc2.1_2.5m_bio_8,-5.695291757583618,0.0033638495351402662
wc2.1_2.5m_bio_8,-4.764083385467529,0.003956140731768438
wc2.1_2.5m_bio_8,-3.8328750133514404,0.004652048156420508
wc2.1_2.5m_bio_8,-2.9016666412353516,0.005474258710045078
wc2.1_2.5m_bio_8,-1.9704582691192627,0.006469306333029559
wc2.1_2.5m_bio_8,-1.0392498970031738,0.007645482691297874
wc2.1_2.5m_bio_8,-0.10804152488708496,0.009029371082014627
wc2.1_2.5m_bio_8,0.8231668472290039,0.010655236039898801
wc2.1_2.5m_bio_8,1.7543752193450928,0.01256204971454898
wc2.1_2.5m_bio_8,2.6855835914611816,0.014793767253639607
wc2.1_2.5m_bio_8,3.6167919635772705,0.017399457727592958
wc2.1_2.5m_bio_8,4.548000335693359,0.02043321326162213
